name,industry,type,founded,num_employees,revenue,stock price,student_careers_url
American Tower Corporation,Real estate investment trust,Public,-1,5454,7440000000,239.9199981689453,https://www.americantower.com/us/careers/university-relations.html
US Bancorp,"Banking,Financial services",Public,-1,69651,-1,40.459999084472656,https://www.usbank.com/careers/index.html
"AutoNation, Inc.",Car dealership,Public,1996,26000,21300000000,59.95000076293945,https://jobs.autonation.com/
"American National Insurance Company, Inc","Insurance,Financial Services",Public,-1,4621,-1,72.25,https://jobs.americannational.com/
Lennar Corporation,Home construction,Public,-1,0,12646000000,78.72000122070312,https://www.lennar.com/about/careers/college-recruitment
KeyCorp,Financial services,Public,1825,17999,6400000000,13.15999984741211,https://www.key.com/about/careers.jsp
HEICO Corporation,Aerospace,Public,-1,6000,-1,114.04000091552734,https://careers.heicocompanies.com/en-US/page/internship
"Air Products and Chemicals, Inc","Industrial gas,chemicals",Public,-1,0,8918000000,303.3399963378906,http://www.airproducts.com/Careers/career-paths/internship-and-coop.aspx
"L Brands, Inc.",Retailing,Public,-1,59950,12914000000,34.040000915527344,https://careers.lb.com/college-programs/
Amphenol Corporation,electronics,Public,-1,74000,7011000000,119.45999908447266,https://www.amphenol.com/about/careers
"AvalonBay Communities, Inc.",Real estate investment trust,Public,-1,3122,2324000000,148.24000549316406,https://jobs.avalonbay.com/
Union Pacific,,,-1,-1,-1,-1.0,https://up.jobs/students/
Global Payments Inc.,Payment processing,Public,-1,24000,3980000000,174.24000549316406,https://www.globalpaymentsinc.com/en-us/about-us/careers
"EOG Resources, Inc.",Petroleum industry,Public,-1,2900,17379000000,35.599998474121094,http://careers.eogresources.com/adhocjobsearch.asp
Comcast Corporation,"Telecommunications industry,Telecommunications,Mass media,Show business,Entertainment",Public,1963,190000,108942000000,44.349998474121094,https://jobs.comcast.com/university-relations
"Alexandria Real Estate Equities, Inc.",Real estate investment trust,Public,1994,439,1531000000,158.38999938964844,https://www.are.com/careers.html
Invitation Homes Inc.,Real estate investment trust,Public,-1,1140,1764000000,28.969999313354492,https://careers.invitationhomes.com/
Westinghouse Air Brake,,Public,-1,18000,-1,62.400001525878906,"https://www.ziprecruiter.com/c/Westinghouse-Air-Brake-Technologies/Job/Summer-2021-Operations-Internship/-in-Erie,PA?jid=df3876cae46b049a"
Aramark Corporation,Managed services,Public,-1,215000,-1,30.239999771118164,https://www.aramark.com/careers
Biogen Inc.,Biotechnology,Public,1978,7300,12274000000,328.8999938964844,https://www.biogen.com/en_us/careers.html
"Arrow Electronics, Inc.",Electronics,Public,-1,19300,28700000000,84.0199966430664,https://careers.arrow.com/
"Leidos Holdings, Inc.","National security,Arms industry,defense,Healthcare industry,healthcare,engineering",Public,1969,32000,18569000000,91.4000015258789,https://careers.leidos.com/pages/intern-and-new-graduate-jobs
GCI Communication Corp,Telecommunications,Public,-1,2200,-1,14.050000190734863,https://www.liberty.edu/career-services/
ICV Stryker,,Armored personnel carrier,-1,-1,-1,-1.0,https://careers.stryker.com/en-US/page/students-and-recent-graduates
"NVR, Inc.",Home construction,Public,-1,5600,7164000000,4261.89990234375,http://www.nvrcareers.com/
"DuPont de Nemours, Inc.","Chemical industry,Chemicals",Public,2017,98000,21570000000,60.189998626708984,https://careers.dupont.com/
"Crown Holdings, Inc.",Packaging,Public,-1,24342,-1,95.37000274658203,https://www.crowncork.com/careers/europe-middle-east-africa/graduates-interns-apprentices-and-vie-s
"Take-Two Interactive Software, Inc.","Video game industry,Video games",Public,-1,0,3099394000,168.67999267578125,https://careers.take2games.com/
"AutoZone, Inc.","Retailing,Retail",Public,-1,87000,10890000000,1149.510009765625,https://careers.autozone.com/
"International Flavors & Fragrances, Inc. (IFF)","Specialty chemicals,Research and development",Public,1889,13600,-1,107.55000305175781,https://careers.iff.com/
Atmos Energy Corporation,Energy,Public,-1,4628,3886000000,95.0199966430664,https://www.atmosenergy.com/safety/current-job-openings
"Altice USA, Inc.","Telecommunication,s,Mass media",Public,2016,-1,-1,110.33999633789062,https://www.alticeusacareers.com/
"Activision Blizzard, Inc.","Video game industry,Video games",Public,2008,9200,6489000000,80.13999938964844,https://careers.activision.com/students
Twilio Inc.,Communications,,-1,4500,1130000000,-1.0,https://www.twilio.com/company/jobs
Huntington Bancshares Incorporated,Bank,Public,-1,15693,4350000000,10.569999694824219,https://www.huntington.com/careers/internships
Deere & Company,Heavy equipment,Public,-1,74412,37357000000,246.02000427246094,https://www.deere.com/en/our-company/john-deere-careers/jobs-for-students/
DaVita Inc.,Healthcare,Public,1979,65000,11388000000,98.1500015258789,https://careers.davita.com/studentinternshipprogrampct
"Corteva, Inc.",Agricultural chemicals,Public,2019,21000,-1,33.939998626708984,https://careers.corteva.com/en-us/
Edison International,Public Utility,Public,-1,12521,12600000000,59.380001068115234,https://www.edisoncareers.com/
Broadcom Inc.,"Semiconductor,s,Computer software",Public,-1,19000,22610000000,380.8699951171875,https://www.broadcom.com/company/careers
"Avnet, Inc.",Electronics,Public,-1,15500,19500000000,26.6299991607666,https://www.avnet.com/wps/portal/emea/about-us/careers/joining-the-team/students/
Avery Dennison Corporation,Packaging,Public,-1,30000,7500000000,147.0399932861328,https://www.averydennison.com/en/home/about-us/careers.html
CVS Health Corporation,"Retail,health care",Public,1996,300000,256579999999,61.40999984741211,https://jobs.cvshealth.com/
"American Water Works Company, Inc.",Utilities,Public,-1,7100,3300000000,158.2100067138672,https://amwater.com/corp/careers
Discover Financial Services,Financial services,Public,-1,15549,10497000000,68.5,https://jobs.discover.com/
Marathon Petroleum Corporation,Oil and gas,Public,2009,43800,96504000000,31.829999923706055,https://www.marathonpetroleum.com/Jobs/
Quest Diagnostics Incorporated,Health care,Public,-1,47000,7730000000,128.0500030517578,https://careers.questdiagnostics.com/
Baxter International Inc.,Medical equipment,Public,-1,48000,-1,77.76000213623047,https://www.baxter.com/careers
"Yum! Brands, Inc.",Restaurant,Public,-1,34000,5597000000,100.69999694824219,https://www.yum.com/careers/
"NetApp, Inc.","Cloud Computing,Data storage device,Storage Device",Public,-1,10500,6150000000,46.709999084472656,https://www.netapp.com/us/careers/university.aspx
The Boeing Company,"Aerospace manufacturer,Aerospace,Arms industry,Defense",Public,-1,161133,76560000000,157.08999633789062,https://jobs.boeing.com/
"BlackRock, Inc.",Investment management,Public,1988,0,14539000000,668.1900024414062,https://careers.blackrock.com/early-careers
Booz Allen Hamilton Holding Corporation,"Management consulting,Information technology consulting",Public,-1,27173,6700000000,86.30000305175781,https://careers.boozallen.com/
First Horizon National Corporation,Financial services,Public,-1,5577,-1,11.010000228881836,https://careers.firsthorizon.com/en-US/page/campus-and-early-career-programs
"Tesla, Inc.","Automotive industry,Automotive,Energy storage,Energy production",Public,2003,48016,24578000000,438.0899963378906,https://www.tesla.com/careers
Murphy Oil Corporation,Petroleum industry,Public,1944,822,2817000000,7.28000020980835,http://www.murphyoilcorp.com/Careers/
"Uber Technologies, Inc.",Transportation,Public,2009,26900,14147000000,41.959999084472656,https://www.uber.com/us/en/careers/
JPMorgan Chase & Co.,"Bank,ing,Financial services",Public,2000,0,115627000000,104.3499984741211,https://careers.jpmorgan.com/us/en/students/programs
"MetLife, Inc.",Financial services,Public,-1,48000,67941000000,41.130001068115234,https://jobs.metlife.com/
"United Airlines Holdings, Inc.",Aviation,Public,1968,93000,43259000000,35.349998474121094,https://www.united.com/ual/en/us/fly/company/career/student-opportunities.html
"Best Buy Co., Inc.",Retail,Public,1966,125000,42880000000,123.05999755859375,https://www.bestbuy-jobs.com/
Qualcomm Incorporated,"Telecommunications equipment,Semiconductor",Public,-1,37000,24270000000,145.41000366210938,https://www.qualcomm.com/company/careers
BioMarin Pharmaceutical Inc.,Biotechnology,Public,-1,0,1310000000,75.05000305175781,https://careers.biomarin.com/
Wells Fargo & Company,"Bank,Financial services,Insurance",Public,-1,0,85063000000,22.329999923706055,https://www.wellsfargojobs.com/university-programs
"Becton, Dickinson and Company","Medical equipment,Consulting",Public,-1,70093,17290000000,234.64999389648438,https://www.bd.com/en-us/company/careers/university-relations-and-recruitment/undergraduate-programs
Tractor Supply Company,Retail,Public,-1,32000,8352000000,138.97999572753906,https://www.tractorsupply.jobs/
Franklin Resources Inc.,Financial services,Public,-1,0,5700000000,20.1299991607666,https://www.franklintempletoncareers.com/
Roku,,Digital media player,-1,-1,-1,-1.0,https://www.roku.com/jobs
"United Parcel Service, Inc.",Courier,Public,1907,481000,71861000000,163.55999755859375,https://www.jobs-ups.com/
"Berry Global, Inc",,Public,-1,48000,-1,50.040000915527344,https://www.berryglobal.com/careers/internship
Brown–Forman Corporation,Alcoholic drink,Public,-1,4570,3080000000,-1.0,https://brown-forman.jobs/jobs/
The Bank of New York Mellon Corporation,"Bank,ing,Financial services",Public,2007,0,20820000000,35.599998474121094,https://www.bnymellon.com/us/en/careers/index.jsp
BOK Financial Corporation,Banking,Public,-1,4930,-1,61.310001373291016,https://jobs.bokf.com/
The Kroger Company,Retail,Public,-1,453000,121160000000,32.720001220703125,https://jobs.kroger.com/key/for-student-jobs.html
"Lumen Technologies, Inc.",Telecommunication,Public,-1,0,23443000000,57.34000015258789,https://jobs.centurylink.com/content/college-careers/?q=&sortColumn=referencedate&sortDirection=asc
First Republic Bank,"Banking,Financial services,Investment,Investment services",Public,-1,-1,-1,127.72000122070312,https://www.firstrepublic.com/about-us/careers
"Copart, Inc.",Automotive,Public,-1,5323,1450000000,123.94999694824219,https://www.copart.com/content/us/en/careers
US Foods,Food industry,Public,-1,25000,24147000000,23.280000686645508,https://www.usfoods.com/careers.html
"Brighthouse Financial, Inc.",Insurance,Public,-1,-1,-1,33.209999084472656,https://www.brighthousefinancial.com/about-us/careers/
Berkshire Hathaway Inc.,"Conglomerate,Conglomerate",Public,1839,0,254620000000,-1.0,https://bhhc.com/careers.aspx
MGM Resorts International,,Public,1986,74500,12899000000,21.84000015258789,https://careers.mgmresorts.com/global/en/students
Nasdaq,,Stock exchange,-1,-1,-1,-1.0,https://www.nasdaq.com/about/careers
Pfizer Inc.,Pharmaceutical,Public,1849,0,51750000000,36.38999938964844,https://www.pfizer.com/careers/en/early-careers
"BJ's Wholesale Club Holdings, Inc.","Retailing,Warehouse club",Public,-1,25500,12000000000,42.779998779296875,https://careers.bjs.com/
Baker Hughes Company,Hydrocarbon exploration,Public,-1,60000,22877000000,15.729999542236328,https://careers.bakerhughes.com/global/en
International Paper Company,"Pulp and paper industry,Pulp and paper",Public,-1,56000,21743000000,46.88999938964844,http://www.internationalpaper.com/careers/students-universities
"Steel Dynamics, Inc.",Metals,Public,-1,8385,10464000000,32.25,http://www.steeldynamics.com/Company/Careers-Internships/Internships.aspx
Comerica Incorporated,Financial services,Public,-1,8051,3817000000,46.470001220703125,https://careers.comerica.com/
"Principal Financial Group, Inc.",Insurance Financial Services,Public,-1,17600,-1,43.0099983215332,https://www.principal.com/about-us/careers
Bristol Myers Squibb,Pharmaceuticals,Public,-1,0,26150000000,63.75,https://careers.bms.com/
World Fuel Services Corporation,Energy,Public,-1,5000,39750000000,21.829999923706055,https://www.wfscorp.com/en/Careers
UNFI,Food Wholesale / Distribution,Public,-1,19000,20000000000,-1.0,https://www.unfi.com/careers-home
Boston Scientific Corporation,Medical device,Public,-1,36000,10740000000,35.209999084472656,https://www.bostonscientific.com/en-US/careers/students.html
The Hertz Corporation,"Car rental,Lease,leasing",Subsidiary,-1,38000,9779000000,-1.0,https://hertz.jobs/
"Simon Property Group, Inc.",Real estate,Public,1993,4150,5440000000,63.470001220703125,https://careers.simon.com/
"Broadridge Financial Solutions, Inc.",Financial technology,Public,-1,10000,4099999999,144.67999267578125,https://careers.smartrecruiters.com/broadridge
"Tyson Foods, Inc.",Food processing,Public,-1,141000,42405000000,110.33999633789062,https://www.tysonfoods.com/careers
"Brown & Brown, Inc.",Property & casualty insurance,Public,-1,0,2392000000,45.5,https://www.brown.edu/about/administration/human-resources/student-employment
Exelon Corporation,"Energy industry,Energy",Public,-1,33,35900000000,43.06999969482422,https://jobs.exeloncorp.com/
"ONEOK, Inc.",Natural gas utility,Public,-1,2684,12600000000,28.540000915527344,https://www.oneok.com/careers/hiring-process/internships
Danaher Corporation,"Conglomerate,Conglomerate",Public,-1,0,17910000000,240.33999633789062,https://jobs.danaher.com/global/en/
"Burlington Stores, Inc.",Retail,Public,-1,40000,6110000000,204.82000732421875,https://burlingtonstores.jobs/students-graduates/
Entergy Corp.,Energy industry,Public,-1,13504,11400000000,106.81999969482422,https://jobs.entergy.com/
BorgWarner Inc.,Automotive industry,Public,-1,29000,8305000000,37.02000045776367,https://www.borgwarner.com/careers
Citigroup Inc.,"Financial services,Banking",Public,-1,204000,74286000000,43.06999969482422,https://careers.citigroup.com/Careers/index/
"Cadence Design Systems, Inc.",Computer Software,Public,-1,8100,2336000000,124.06999969482422,https://www.cadence.com/en_US/home/company/careers/interns-and-new-grads.html
"Cardinal Health, Inc.",Pharmaceuticals,Public,-1,50000,152920000000,53.060001373291016,https://www.cardinalhealth.com/en/careers.html
Nvidia Corporation,"Semiconductors,Artificial intelligence,Video games,Consumer electronics,Computer hardware",Public,-1,18100,11716000000,566.4000244140625,https://www.nvidia.com/en-us/about-nvidia/careers/
"Avis Budget Group, Inc.","Car rental,Rental,Vehicle leasing,leasing services",Public,-1,30000,9172000000,32.310001373291016,https://www.avisbudgetgroup.jobs/
"Community Health Systems, Inc.",Health care,Public,-1,0,18438000000,8.75,https://www.chs.net/careers/
General Electric Company,"Conglomerate,Conglomerate",Public,1892,205000,95214000000,7.989999771118164,https://www.ge.com/ca/campuscareers
General Motors Company,"Automotive industry,Automotive",Public,-1,164000,137237000000,37.13999938964844,https://search-careers.gm.com/student-grad
Cincinnati Financial Corporation,Insurance,Public,-1,4925,4900000000,74.55000305175781,https://www.cinfin.com/careers/student-opportunities
"The PNC Financial Services Group, Inc.","Banking,Financial services",Public,-1,52906,16329000000,117.16999816894531,https://careers.pnc.com/global/en/students
"CBRE Group, Inc.",Real estate,Public,-1,100000,21340000000,110.33999633789062,https://www.cbre.us/about/careers/students-graduates
Sysco Corporation,Wholesale,Public,1969,69000,55371000000,60.83000183105469,https://careers.sysco.com/
Coca-Cola,,Cola,-1,-1,-1,-1.0,https://www.coca-colacompany.com/careers
Crown Castle International Corp.,Wireless communication services,Public,1994,4500,4355600000,162.9199981689453,https://www.crowncastle.com/careers/
Cabot Oil & Gas Corporation,Natural gas,Public,-1,274,2066100000,16.450000762939453,https://www.cabotog.com/about-cabot/careers/
"Fiserv, Inc.",,Public,-1,44000,10187000000,102.16000366210938,https://www.careers.fiserv.com/search-jobs
CDW Corporation,"Business-to-business,products and services",Public,-1,9019,16240500000,138.17999267578125,https://www.cdwjobs.com/
"DexCom, Inc.",,Public,-1,0,1032000000,355.1099853515625,https://careers.dexcom.com/careers
Celanese Corporation,Chemicals and advanced materials,Public,-1,7714,6297000000,119.66999816894531,https://www.celanese.com/careers.aspx
Southwest Airlines,,,1967,57931,21965000000,-1.0,https://careers.southwestair.com/
The Western Union Company,Financial services,Public,-1,12000,5600000000,20.8799991607666,https://corporate.westernunion.com/careers/index.html
Monster Beverage Corporation,,Public,-1,1991,3369000000,83.68000030517578,https://www.monsterenergy.com/careers
United States Steel Corporation,Steel,Public,-1,29800,12250000000,9.670000076293945,https://www.ussteel.com/posts/student-employment
FedEx Corporation,"Express mail,Courier",Public,-1,400000,69693000000,279.07000732421875,https://careers.fedex.com/fedex/
"Citizens Financial Group, Inc.",Banking,Public,-1,18100,6128000000,28.90999984741211,https://jobs.citizensbank.com/
"Cullen/Frost Bankers, Inc.",Bank,Public,1868,4270,-1,72.08999633789062,https://www.frostbank.com/careers
"Church & Dwight Co., Inc.",Dental Medical,Public,-1,4700,3400000000,90.02999877929688,https://careers.churchdwight.com/students/
Chesapeake Energy Corporation,Petroleum industry,Public,-1,2300,8595000000,-1.0,http://www.chk.com/careers/university-relations
Cummins Inc.,"Heavy equipment,Heavy equipment,Automotive industry,Automotive",Public,-1,0,23770000000,229.57000732421875,https://careers.cummins.com/us-canada/student-jobs
"Charter Communications, Inc.","Telecommunication,s,Mass media",Public,-1,98000,43634000000,647.3599853515625,https://jobs.spectrum.com/
Cintas Corporation,"Tertiary sector of the economy,Service",Public,1929,45000,4905000000,339.07000732421875,https://careers.cintas.com/go/Campus-Recruiting/391294/
"Chewy, Inc.",E-commerce,Public,-1,12000,4850000000,110.33999633789062,https://www.chewy.com/jobs
Kansas City Southern,,,-1,-1,-1,-1.0,https://kcsouthernenglish.silkroad.com/
CIT Group Inc.,"Bank,ing,Financial services",Public,-1,3609,2290000000,32.04999923706055,https://www.cit.com/about/careers/
Colgate-Palmolive Company,"Fast-moving consumer goods,Consumer goods",Public,-1,34500,15500000000,83.01000213623047,https://jobs.colgate.com/
"IDEXX Laboratories, Inc.","Healthcare,Diagnostic Substances",Public,-1,7000,-1,467.9700012207031,https://careers.idexx.com/us/en
"Ross Stores, Inc.",Retail,Public,-1,88100,11940000000,94.94000244140625,https://jobs.rossstores.com/creative/campus
"Continental Resources, Inc.",Petroleum,Public,-1,1260,4631000000,13.300000190734863,https://clr.com/careers/
Newmont Corporation,"Metal,s and,Mining",Public,1921,16600,9740000000,67.8499984741211,https://jobs.newmont.com/content/StudentPrograms/?locale=en_US
Moody's Investors Service,Bond credit ratings,Subsidiary,-1,11896,-1,-1.0,https://www.moody.edu/student-services/student-employment/
"Chipotle Mexican Grill, Inc.",Fast Casual,Public,-1,64570,5586000000,1310.3199462890625,https://jobs.chipotle.com/
CMS Energy,Energy,Public,-1,8253,-1,64.44000244140625,https://www.consumersenergy.com/company/careers/campus-hiring
CNO Financial Group Inc.,Financial services,Public,-1,3300,3800000000,19.34000015258789,https://jobs.jobvite.com/cnoinc/job/orhsdfw7
"CenterPoint Energy, Inc.",Utilities,Public,1882,7977,9614000000,22.670000076293945,https://www.centerpointenergy.com/en-us/corp/pages/career-center-college.aspx
Ecolab Inc.,"Chemicals,Service,Service,Water Management,Food Safety,Infection Prevention",Public,-1,50000,14900000000,196.4199981689453,https://jobs.ecolab.com/
"The Cooper Companies, Inc.","Medical device,Medical Devices",Public,-1,12000,-1,332.0,https://www.coopercos.com/careers/
ConocoPhillips,Petroleum industry,Public,-1,10400,36670000000,30.1200008392334,https://careers.conocophillips.com/university-recruitment
Costco Wholesale Corporation,Retail,Public,-1,0,152700000000,385.2300109863281,https://www.costco.com/jobs.html
Coty Inc.,Beauty,Public,1904,20000,9400000000,3.3399999141693115,https://www.coty.com/join-us
Macy's,Retail,Subsidiary,1858,-1,24970000000,-1.0,https://macyscollege.com/
Campbell Soup Company,Food processing,Public,-1,18000,7719000000,48.060001373291016,https://careers.campbellsoupcompany.com/us/en
"Cheniere Energy, Inc.","Energy,Natural Gas",Public,-1,-1,-1,49.5,https://www.cheniere.com/careers
Tiffany & Co.,Retail,Public,-1,14200,4440000000,131.16000366210938,https://www.tiffanycareers.com/
Dish Network Corporation,"Satellite television,wireless",Public,1996,16000,12807000000,27.389999389648438,https://careers.dish.com/students/
Dollar General Corporation,Discount retailer,Public,1955,143000,27800000000,218.00999450683594,https://careers.dollargeneral.com/
"CoStar Group, Inc.","Technology,Commercial property",Public,-1,3705,1200000000,903.5999755859375,http://www.costargroup.com/careers
The Charles Schwab Corporation,Financial services,Public,-1,19500,10132000000,41.45000076293945,https://www.aboutschwab.com/careers
Cognizant Technology Solutions Corporation,"IT service management,IT services,Information technology consulting,IT consulting",Public,-1,281500,16800000000,74.23999786376953,https://careers.cognizant.com/studentandinterns/global/en
Dover,,,-1,-1,-1,-1.0,https://www.dovercorporation.com/about-us/careers/career-opportunities-for-students-recent-graduates
Chevron Corporation,"Oil and gas industry,Oil and gas",Public,-1,44679,146500000000,72.13999938964844,https://careers.chevron.com/students-and-graduates
Pinnacle West Capital Corporation,"Electric utility,Electric utilities",Public,-1,6292,3565000000,84.4800033569336,https://careers.pinnaclewest.com/psc/erprd/CUSTOMER/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?&FOCUS=Applicant&SiteId=1://
Humana Inc.,Managed health care,Public,-1,46000,64888000000,440.7900085449219,https://www.humana.com/careers/what-we-do/college-programs
"Dominion Energy, Inc.",Electric utility,Public,-1,21000,12835000000,83.13999938964844,https://careers.dominionenergy.com/
Howmet Aerospace Inc.,Aerospace,Public,1888,41700,-1,18.84000015258789,https://www.howmet.com/JoinUs/
"Dollar Tree, Inc.","Retail,Variety store,variety,Discount store,discount",Public,1986,193100,22246000000,95.0999984741211,https://www.dollartree.com/careers
Pioneer Natural Resources Company,Petroleum industry,Public,-1,2323,9304000000,79.58000183105469,https://www.pxd.com/careers
Walt Disney,,,-1,-1,-1,-1.0,https://jobs.disneycareers.com/
"XPO Logistics, Inc.",,Public,-1,0,16649999999,98.56999969482422,https://www.xpo.com/work-with-us/
"Digital Realty Trust, Inc.",Real estate investment trust,Public,-1,1550,3209000000,147.50999450683594,https://www.digitalrealty.com/about/careers
Western Digital Corporation,"Computer data storage,Computer storage",Public,1970,61800,16570000000,39.150001525878906,https://jobs.westerndigital.com/
"Domino's Pizza, Inc.","Food delivery,Franchising,Restaurants",Public,1961,0,3618000000,396.2200012207031,https://jobs.dominos.com/
"Darden Restaurants, Inc.",Restaurant,Public,-1,185,7999000000,101.5199966430664,https://www.darden.com/careers
DTE Energy Co.,Electric and gas utilities,Public,-1,10700,12669000000,25.719999313354492,https://careers.dteenergy.com/content/Students-and-Graduates/?locale=en_US
PVH Corp.,Clothing,Public,-1,19600,9700000000,62.439998626708984,https://careers.pvh.com/
Electronic Arts Inc.,"Video game industry,Video games",Public,1982,9300,5150000000,128.3300018310547,https://www.ea.com/careers
Fortive Corporation,"Conglomerate,Conglomerate",Public,2016,26000,7300000000,67.94999694824219,https://careers.fortive.com/
"Moderna, Inc.",Biotechnology,Public,2010,820,-1,71.4800033569336,https://www.modernatx.com/careers-moderna
eBay Inc.,E-commerce,Public,1995,13300,10800000000,49.40999984741211,https://careers.ebayinc.com/students-recent-grads/
"Consolidated Edison, Inc.",Energy,Public,-1,15591,12033000000,79.7300033569336,https://www.coned.com/en/about-us/careers
Equifax Inc.,"Credit risk,assessment",Public,-1,11200,3508000000,151.64999389648438,https://careers.equifax.com/global/en
Vici Properties,Real estate investment trust,Public,-1,140,898000000,24.1299991607666,https://viciproperties.com/careers/
Welltower Inc.,Real estate investment trust,Public,-1,392,3775000000,56.849998474121094,https://welltower.com/newsroom/careers/
Phillips 66 Company,"Oil and gas industry,Oil and gas",Public,-1,14600,102354000000,48.189998626708984,https://p66oncampus.jobs/
"Paycom Software, Inc.","Software,SaaS,Human Capital Management",Public,-1,3765,737700000,373.260009765625,https://paycomcareers.com/
Eastman Chemical Company,Manufacturing,Public,-1,14500,9300000000,86.41999816894531,https://www.eastman.com/Company/University_Relations/Pages/Internships-Coops-Opportunity.aspx
Emerson Electric Co.,Electrical equipment,Public,-1,88000,18370000000,70.47000122070312,https://www.emerson.com/en-us/careers/students-and-graduate-programs
Eli Lilly,,,-1,-1,-1,-1.0,https://careers.lilly.com/student-opportunities
"Healthpeak Properties, Inc.",Real estate investment trust,Public,-1,204,1997000000,28.65999984741211,https://www.healthpeak.com/careers/
Equitable,"Insurance,Life insurance,Life,Annuity,Annuities,Reinsurance",Public,-1,4100,9600000000,22.979999542236328,https://equitable.com/about-us/careers
"Equinix, Inc.",Internet,Public,-1,8378,5500000000,781.0499877929688,https://www.equinix.com/company/careers/
Eversource Energy,"public utility,Utility",Public,-1,8084,-1,92.19999694824219,https://jobs.eversource.com/
"Essex Property Trust, Inc.",Real estate investment trust,Public,-1,1822,1460000000,226.1300048828125,https://www.essexapartmenthomes.com/careers
East West Bancorp,,Public,-1,-1,-1,37.72999954223633,https://www.eastwestbank.com/en/careers/opportunities
Texas Instruments Incorporated,Semiconductor,Public,-1,29888,14380000000,155.55999755859375,https://careers.ti.com/
"Huntington Ingalls Industries, Inc.","Arms Industry,Defense,Shipbuilding",Public,2011,40000,8199999999,151.80999755859375,https://careers.huntingtoningalls.com/
Evergy,Electric utility,Public,-1,5000,5148000000,55.189998626708984,https://www.evergy.com/careers/internships
Edwards Lifesciences Corporation,Medical technology,Public,-1,14000,4300000000,77.55000305175781,https://www.edwards.com/careers/home
"Expeditors International of Washington, Inc.",Logistics,Public,-1,17400,8100000000,87.41000366210938,https://www.expeditors.com/about-us/careers
"Expedia Group, Inc.",Travel technology,Public,-1,24500,12070000000,103.0999984741211,https://lifeatexpediagroup.com/
Extra Space Storage Inc.,Real Estate Investment Trust,Public,-1,4048,1308000000,113.9000015258789,https://careers.extraspace.com/
"iHeartMedia, Inc.","Radio broadcasting,digital media",Public,-1,18700,6171000000,110.33999633789062,https://www.iheartmedia.com/careers
Ford Motor Company,"Automotive industry,Automotive",Public,-1,190000,155900000000,7.989999771118164,https://corporate.ford.com/careers.html
First American Financial Corporation,Financial services,Public,-1,18705,6200000000,49.56999969482422,https://careers.firstam.com/
"Diamondback Energy, Inc.",Petroleum industry,Public,-1,712,3964000000,26.200000762939453,https://www.diamondbackenergy.com/careers
Fastenal Company,,Public,-1,20565,3326106000,46.34000015258789,https://careers.fastenal.com/
Facebook,,Social networking service,-1,-1,-1,-1.0,https://www.facebook.com/careers/
"The Home Depot, Inc.",Retail,Public,-1,400000,110200000000,285.8500061035156,https://careers.homedepot.com/campus-connect/
"T. Rowe Price Group, Inc.",Investment Management,Public,1937,7022,4200000000,137.3800048828125,https://www.troweprice.com/corporate/en/careers/students-and-recent-graduates.html
Frontier Communications Corporation,"Telecommunications industry,Telecommunications",Public,-1,18300,8106999999,5.78000020980835,https://frontier-careers.com/
Freeport-McMoRan Inc.,"Metal,s and,Mining",Public,-1,12800,14400000000,18.81999969482422,https://www.fcx.com/careers/
"Fidelity National Information Services, Inc.",Financial Sector,Public,-1,55000,12200000000,132.58999633789062,https://jobs.fidelity.com/
Unum Group,Employee benefits,Public,-1,9400,11598000000,18.8799991607666,https://www.unum.com/careers/opportunities
FirstEnergy Corp.,Electric Utility,Public,-1,15617,14562000000,29.389999389648438,https://www.firstenergycorp.com/careers.html
Hormel Foods Corporation,Food processing,Public,-1,20000,9497000000,49.560001373291016,https://www.hormelfoods.com/careers/
Fifth Third Bancorp,"Banking,Financial services",Public,-1,19869,-1,24.0,https://www.53.com/content/fifth-third/en/careers.html
"Foot Locker, Inc.",Clothing,Public,1988,32175,7940000000,37.97999954223633,https://careers.footlocker.com/
"FleetCor Technologies, Inc.",Financial Data Services,Public,-1,7600,2433000000,240.0,https://careers.fleetcor.com/
"Prosperity Bancshares, Inc.",Banking,Public,-1,3901,-1,57.04999923706055,https://www.zippia.com/prosperity-bancshares-careers-9420/
FMC Corporation,"Chemical Industry,Chemicals",Public,-1,6500,4727800000,109.13999938964844,http://www.fmc.com/careers/
TCF Financial Corporation,Banking,Public,-1,0,2100000000,28.0,https://www.tcfbank.com/en/about-us/careers
Fidelity National Financial (FNF),Financial Sector,Public,-1,23100,1612000000,33.45000076293945,https://jobs.fidelity.com/
"Performance Food Group, Inc.",,Public,-1,-1,-1,37.5,https://www.pfgc.com/Careers.aspx
"The Goldman Sachs Group, Inc.",Financial services,Public,-1,0,36546000000,202.9600067138672,https://www.goldmansachs.com/careers/
General Dynamics Corporation,"Aerospace engineering,Aerospace,Defense,Defense,Shipbuilding",Public,-1,107000,36190000000,139.14999389648438,https://gdmissionsystems.com/careers/students-and-recent-graduates
Sears Holdings Corporation,Retail,"
*",2005,89000,13200000000,-1.0,https://jobs.sears.com/
"General Mills, Inc.",Food processing,Public,-1,38000,15620000000,60.560001373291016,https://careers.generalmills.com/student-intern-careers/
Globe Life,,,-1,-1,-1,-1.0,https://careers.globelifeinsurance.com/
